,title,titleUrl,time,channelName,category
2271, Exercício Python #078 - Maior e Menor valores na Lista,https://www.youtube.com/watch?v=q8Z1cRdJnfk,2021-03-03 09:36:41.135000-03:00,Curso em Vídeo,Education
2272, Curso Python #17 - Listas (Parte 1),https://www.youtube.com/watch?v=N1hTsbW50eM,2021-03-03 09:36:15.434000-03:00,Curso em Vídeo,Education
2273, 7 REGRAS DIÁRIAS para PERDER GORDURA mais RÁPIDO e MANTER fora!,https://www.youtube.com/watch?v=nH7KQ8IVMIg,2021-03-03 07:55:47.913000-03:00,Gabriel Arones - Fitness Flexível,People & Blogs
2274, We Tried 2021's BEST SELLING HOME EXERCISE EQUIPMENT,https://www.youtube.com/watch?v=4fxgZDKBb4E,2021-03-03 07:40:20.356000-03:00,Buff Dudes,Entertainment
2275," Sitting, Waiting, Wishing - Jack Johnson",https://www.youtube.com/watch?v=IhTvifGShw4,2021-03-02 19:11:04.075000-03:00,berzerkme8,Music
2276, Bigflo & Oli - Dommage,https://www.youtube.com/watch?v=8AF-Sm8d8yk,2021-03-02 19:00:46.534000-03:00,BigfloetoliVEVO,Music
2277, Paradis - Toi Et Moi (Official Video),https://www.youtube.com/watch?v=5H4ekRWiW6U,2021-03-02 18:59:57.803000-03:00,ParadisVEVO,Music
2278, Jack Johnson - Upside Down (Official Video),https://www.youtube.com/watch?v=dqUdI4AIDF0,2021-03-02 18:41:52.982000-03:00,JackJohnsonVEVO,Music
2279, Amir - J'ai cherché (Clip officiel),https://www.youtube.com/watch?v=kQysGibXphE,2021-03-02 16:38:20.885000-03:00,Amir,Entertainment
2280, A COVID-19 (Novel Coronavirus) Conversation,https://www.youtube.com/watch?v=9GYt7ZqjrO8,2021-03-02 16:02:48.433000-03:00,Virginia Mason,Science & Technology
2281, Learn Airport English Vocabulary | Fluent English for TRAVEL with TV Series,https://www.youtube.com/watch?v=qF6fbkE-Qn0,2021-03-02 15:54:45.183000-03:00,Learn English With TV Series,Education
2282, Curso Python #17 - Listas (Parte 1),https://www.youtube.com/watch?v=N1hTsbW50eM,2021-03-02 14:15:24.836000-03:00,Curso em Vídeo,Education
2283, Exercício Python #077 - Contando vogais em Tupla,https://www.youtube.com/watch?v=8BgSqrOpKvU,2021-03-02 14:14:58.096000-03:00,Curso em Vídeo,Education
2284, Exercício Python #076 - Lista de Preços com Tupla,https://www.youtube.com/watch?v=Qp2cXfCHk2I,2021-03-02 14:14:47.612000-03:00,Curso em Vídeo,Education
2285, Exercício Python #075 - Análise de dados em uma Tupla,https://www.youtube.com/watch?v=1u7oA8ckjAc,2021-03-02 14:14:31.142000-03:00,Curso em Vídeo,Education
2286, Exercício Python #074 - Maior e menor valores em Tupla,https://www.youtube.com/watch?v=mlwt2CRQkTQ,2021-03-02 14:14:18.661000-03:00,Curso em Vídeo,Education
2287, Exercício Python #073 - Tuplas com Times de Futebol,https://www.youtube.com/watch?v=RexybLcGewA,2021-03-02 14:14:04.734000-03:00,Curso em Vídeo,Education
2288, Exercício Python #072 - Número por Extenso,https://www.youtube.com/watch?v=ei2Kr3ccfO0,2021-03-02 14:13:51.555000-03:00,Curso em Vídeo,Education
2289, BEST software engineer desk setup + tour • redoing my work from home space!,https://www.youtube.com/watch?v=r7kr4CIqKZk,2021-03-02 11:09:15.245000-03:00,lena elizabeth,Howto & Style
2290, 100 PERGUNTAS de Conhecimentos Gerais (com Resposta). Quanto Você Sabe?🌎,https://www.youtube.com/watch?v=DvQP5S_BKyE,2021-03-02 07:52:34.180000-03:00,Lifeder Portuguese,People & Blogs
2291," PRIMEIRO DIA NA PRAIA: bebê na piscina, rotina e muito camarão no jantar! | Vanessa Lino",https://www.youtube.com/watch?v=9-r6BMGnkbA,2021-03-01 21:42:07.800000-03:00,Vanessa Lino,People & Blogs
2292," DAY IN THE LIFE: Workouts, My Meals, Work (In Lockdown)",https://www.youtube.com/watch?v=qm0EcYXrN3w,2021-03-01 21:30:34.748000-03:00,Lucy Davis Fit,Sports
2293, BLACK MIRROR: BANDERSNATCH | Trailer Oficial Netflix (2018) Dublado HD,https://www.youtube.com/watch?v=i9Wc82gCZLE,2021-03-01 18:36:55.939000-03:00,Mundo dos Trailers, Film & Animation
2294, lofi hip hop radio - beats to relax/study to,https://www.youtube.com/watch?v=5qap5aO4i9A,2021-03-01 17:03:18.036000-03:00,Lofi Girl,Music
2295," Pronunciamento do presidente da República, Jair Bolsonaro (24/03/2020)",https://www.youtube.com/watch?v=Vl_DYb-XaAE,2021-03-01 12:04:00.124000-03:00,Planalto,News & Politics
2296, I Tried The VICTORIA SECRET Diet… Here's What Happened,https://www.youtube.com/watch?v=3f185RgYnd0,2021-03-01 07:47:55.168000-03:00,Lucy Davis Fit,People & Blogs
2297, I ate nothing but BREAD for 24 HOURS *cue the bloat*,https://www.youtube.com/watch?v=r1Hds8Ra76A,2021-03-01 07:45:11.454000-03:00,Lucy Davis Fit,Entertainment
2298, COUPLES Q&A... Get to know us!,https://www.youtube.com/watch?v=gPzIdYWGF9s,2021-03-01 07:42:46.044000-03:00,Lucy Davis Fit,Entertainment
2299, Dumbbell ONLY Shoulder & Chest Workout (At Home Workout),https://www.youtube.com/watch?v=7SpgW2dYzVI,2021-03-01 07:41:34.317000-03:00,Lucy Davis Fit,Education
2300, Eating & Exercising Like BILLIONAIRES For A Week (*SHOCKING*) | What Do Rich People Really Eat?,https://www.youtube.com/watch?v=upahFJ9_Hok,2021-02-28 20:26:02.989000-03:00,Linda Sun,Howto & Style
2301, PANQUECA DE PALMITO | Receitas Vegetarianas | Rafael Ribas,https://www.youtube.com/watch?v=G7c2TRP5l6s,2021-02-28 20:17:51.051000-03:00,Mohamad Hindi,Entertainment
2302," O dia mais frio do ano! Dagô, pneu furado, posto de gasolina e cadeira nova pro home office :)",https://www.youtube.com/watch?v=JIVupCnKHos,2021-02-28 20:00:03.951000-03:00,Tuca Loretti,Entertainment
2303," Pronunciamento do presidente da República, Jair Bolsonaro (24/03/2020)",https://www.youtube.com/watch?v=Vl_DYb-XaAE,2021-02-28 16:13:36.021000-03:00,Planalto,News & Politics
2304, Learn useState In 15 Minutes - React Hooks Explained,https://www.youtube.com/watch?v=O6P86uwfdR0,2021-02-28 15:19:04.516000-03:00,Web Dev Simplified,Education
2305, 10 React Hooks Explained // Plus Build your own from Scratch,https://www.youtube.com/watch?v=TNhaISOUy6Q,2021-02-28 15:17:50.223000-03:00,Fireship,Science & Technology
2306, Carousel React,https://www.youtube.com/watch?v=R5O5lLIph9Y,2021-02-28 14:54:12.186000-03:00,h3webdevtuts,Science & Technology
2307, Build A Simple Carousel Component In ReactJS,https://www.youtube.com/watch?v=eBKcGAhkZUI,2021-02-28 14:53:57.309000-03:00,Okay Dexter,Education
2308, Como fazer um pulley caseiro / academia caseira,https://www.youtube.com/watch?v=spw7DK61WCY,2021-02-28 14:46:58.038000-03:00,LEANDRO ATHLETE,People & Blogs
2309, Nova atualização do React - O que é Hook?,https://www.youtube.com/watch?v=4yL_1dGbC6U,2021-02-28 11:03:41.837000-03:00,DevPleno,Education
2310, Build a React Image Slider Carousel from Scratch Tutorial,https://www.youtube.com/watch?v=l1MYfu5YWHc,2021-02-28 10:38:10.228000-03:00,Brian Design,Education
2311," RELATO SISTEMA DE SAÚDE EM VANCOUVER: walk-in clinic, pronto socorro, quiroprata e CBD",https://www.youtube.com/watch?v=yCtWNXxdQTo,2021-02-28 09:32:45.982000-03:00,Tuca Loretti,Entertainment
2312, FABRIZYZZ IMPLOROU PRA FICAR NA CASA DO LELIS! VEJA A RESPOSTA...,https://www.youtube.com/watch?v=IZSpiC2hoFE,2021-02-28 09:32:26.409000-03:00,Victor Lelis,Sports
2313, How To Romanticize Your Life || Being the Main Character of Your Life 🌷,https://www.youtube.com/watch?v=WdsE5vCTaWI,2021-02-28 09:31:19.819000-03:00,Darling Desi,Entertainment
2314, 24 HOURS EATING MY FOLLOWERS’ FEAR FOODS - ANOREXIA RECOVERY | RORECOVERING,https://www.youtube.com/watch?v=gorwcj-A0TE,2021-02-28 09:30:11.375000-03:00,Ro Mitchell,People & Blogs
2315," EXPECTATIVA X REALIDADE: VIDA DE IMIGRANTE - Bate papo sobre saudades, carreira e segurança",https://www.youtube.com/watch?v=au8V-imJ_mU,2021-02-28 09:29:50.569000-03:00,Tuca Loretti,Entertainment
2316, my new apartment tour | edinburgh two person flat 🌿,https://www.youtube.com/watch?v=PIGsz3HUTmg,2021-02-28 09:29:31.274000-03:00,nayna florence,People & Blogs
2317, MEU FILHO QUER CRESCER - NOVO PROJETO - DIA 1,https://www.youtube.com/watch?v=o_58rr_Wmr4,2021-02-28 09:28:36.184000-03:00,Renato Cariani,Sports
2318," PANQUECA DE BANANA, STROGONOFF E BOLO - final de semana com muita comida!",https://www.youtube.com/watch?v=93NOYDQw3_w,2021-02-28 09:28:07.673000-03:00,Vanessa Lino,People & Blogs
2319, Fasting vs. Eating Less: What's the Difference? (Science of Fasting),https://www.youtube.com/watch?v=APZCfmgzoS0,2021-02-28 09:27:40.026000-03:00,What I've Learned,People & Blogs
2320, Como estudo por TANTAS HORAS + Livros que uso para o LSAT | VLOG ♡ Roberta Frossard,https://www.youtube.com/watch?v=s4BuEnvX9TY,2021-02-28 07:35:28.496000-03:00,Roberta Frossard,People & Blogs
2321," BUSCA DE EMPREGO no CANADÁ: minha experiência com Linkedin, Currículo, Cover Letter e dicas gerais!",https://www.youtube.com/watch?v=lV-1Mn1pmPQ,2021-02-28 07:33:53.044000-03:00,Tuca Loretti,Entertainment
2322," PÓS ITA: O que precisamos enviar de documento para o Express Entry, processo de imigração do Canadá?",https://www.youtube.com/watch?v=iA2xJePlvfo,2021-02-28 07:33:43.884000-03:00,Tuca Loretti,Entertainment
2323, One year without washing & combing hair!,https://www.youtube.com/watch?v=Bt7OQD8I9ao,2021-02-28 07:32:12.812000-03:00,Love 518,Howto & Style
2324, Can a Buff Dude Survive a Booty Workout? | Men vs Women Workouts,https://www.youtube.com/watch?v=ayLPf4hu9KQ,2021-02-28 07:27:48.641000-03:00,Buff Dudes,Entertainment
2325," FINALMENTE! Um vlog simples e emocionado, com novidades de uma imigrante aliviada e feliz!",https://www.youtube.com/watch?v=FdThfefjKec,2021-02-27 22:21:08.627000-03:00,Tuca Loretti,Entertainment
2326, PREFEITURA DE SÃO PAULO ANTECIPA FAIXA ETÁRIA DE VACINAÇÃO CONTRA COVID-19,https://www.youtube.com/watch?v=NJFT8J_-snc,2021-02-27 21:59:03.727000-03:00,Rádio Bandeirantes,News & Politics
2327, Nina Dobrev Crushes my Workout | Gym Time w/ Zac Efron,https://www.youtube.com/watch?v=pR3etHshl8k,2021-02-27 21:52:37.955000-03:00,Zac Efron,People & Blogs
2328, WORK OUT #LIKENINA | 30-minute LES MILLS GRIT Cardio Workout,https://www.youtube.com/watch?v=ZMO_XC9w7Lw,2021-02-27 21:51:17.416000-03:00,Les Mills,Howto & Style
2329, BODYCOMBAT INVINCIBLE | Workout #14 | Free cardio workout,https://www.youtube.com/watch?v=xbABGepKT2o,2021-02-27 21:50:20.593000-03:00,Les Mills,Howto & Style
2330," Pronunciamento do presidente da República, Jair Bolsonaro (24/03/2020)",https://www.youtube.com/watch?v=Vl_DYb-XaAE,2021-02-27 21:28:08.130000-03:00,Planalto,News & Politics
2331, Pronunciamento do presidente da República Jair Bolsonaro (06/03/2020),https://www.youtube.com/watch?v=fnJov5K1BSw,2021-02-27 21:26:38.033000-03:00,Planalto,News & Politics
2332," FULL DAY IN MY LIFE | Eat, Train + My NEW BANDS!",https://www.youtube.com/watch?v=ZrWKRS7kFpM,2021-02-27 20:50:25.707000-03:00,Lucy Davis Fit,Entertainment
2333," VLOG fim das férias: Alimentação, mercado, dedo quebrado e preparando tudo pra volta ao trabalho",https://www.youtube.com/watch?v=SlRkFEP6rsg,2021-02-27 20:19:32.361000-03:00,Tuca Loretti,Entertainment
2334, VISITANDO FERRO VELHO E OUTRAS LOJAS MAIS,https://www.youtube.com/watch?v=QXo--L_Ku-8,2021-02-27 20:15:04.713000-03:00,Junior Eduardo,Sports
2335, Equipamentos da minha academia em casa - 2020,https://www.youtube.com/watch?v=bV1mYkT9yPc,2021-02-27 20:09:29.934000-03:00,Junior Eduardo,Sports
2336, Flyer Timeout: a day in the life of a college women's soccer player,https://www.youtube.com/watch?v=dO3TxwuZ_0A,2021-02-27 20:08:20.759000-03:00,Flyer TV,Comedy
2337," TOUR pelo nosso STUDIO em New Westminster, Vancouver",https://www.youtube.com/watch?v=IEBk30lrnlA,2021-02-27 19:42:05.875000-03:00,Tuca Loretti,Entertainment
2338," TOUR DO NOSSO APARTAMENTO: 1 bedroom + den no bairro Brentwood, em Burnaby, Grande Vancouver, Canadá",https://www.youtube.com/watch?v=23MOG_HKcMg,2021-02-27 19:30:38.867000-03:00,Tuca Loretti,Entertainment
2339," Depilação, sobrancelha, unha e mais - Como eu me viro, em casa, morando no Canadá!",https://www.youtube.com/watch?v=R2-3qT6S97k,2021-02-27 19:10:10.042000-03:00,Tuca Loretti,Entertainment
2340," Q&A: Quem sou eu, Dagô, trabalho, clima, família, viagens, sono e burocracias",https://www.youtube.com/watch?v=ogkXPdIYSGQ,2021-02-27 19:01:36.158000-03:00,Tuca Loretti,Entertainment
2341," ROTINA NOVA de home office + O QUE EU COMO EM UM DIA, vegano e em casa :)",https://www.youtube.com/watch?v=d-gpTFsf6Cg,2021-02-27 17:53:18.273000-03:00,Tuca Loretti,Entertainment
2342, Trocamos todos os móveis do QUARTO na casa nova 🥰 | Vida no Canadá 🇨🇦,https://www.youtube.com/watch?v=MdLvcC6-wpA,2021-02-27 16:37:20.577000-03:00,Paula no Canadá,Travel & Events
2343, FULL WEEK OF WORKOUTS | My Workout Routine + How I Stay Fit From Home!,https://www.youtube.com/watch?v=KQNKo7rqbwM,2021-02-27 16:21:09.953000-03:00,Kris Hui,People & Blogs
2344, RUNNING WILD 🏃 - An Indie/Pop/Rock/Folk Workout Playlist,https://www.youtube.com/watch?v=oZMLXriZpfw,2021-02-27 15:30:35.052000-03:00,alexrainbirdMusic,Music
2345," send this playlist to your friend that doesn't know what indie rock, pop and alt music is ;^)",https://www.youtube.com/watch?v=DocQrkSeDRQ,2021-02-27 15:30:09.901000-03:00,hasoyi,Music
2346, BOOTY WORKOUT At Home With Dumbbells ONLY,https://www.youtube.com/watch?v=6us7wmeY5fc,2021-02-27 15:26:29.713000-03:00,Lucy Davis Fit,Sports
2347, Why the market for skin whitening is growing,https://www.youtube.com/watch?v=Cjzvvgmg1NU,2021-02-27 09:49:58.251000-03:00,Vox,News & Politics
2348, DUMBBELL ONLY LEG WORKOUT | body update & how I've changed my workout routine to gain muscle,https://www.youtube.com/watch?v=e-whxDsEXrE,2021-02-27 08:44:26.559000-03:00,Kylie Ross,People & Blogs
2349, Bolsonaro critica medidas impostas por prefeitos e governadores para conter coronavírus,https://www.youtube.com/watch?v=OogcEQS7FgE,2021-02-27 08:42:40.552000-03:00,Jornal da Record,News & Politics
2350, UM TOUR PELO MEU QUARTO E SETUP!,https://www.youtube.com/watch?v=4mLx6v342i4,2021-02-27 07:55:33.950000-03:00,Rafaella Ballerini,Science & Technology
2351, 9 EQUIPAMENTOS PARA FAZER EXERCÍCIOS EM CASA | Saúde na Rotina,https://www.youtube.com/watch?v=YM1NvWLNaAg,2021-02-26 22:30:25.753000-03:00,Saúde na Rotina com Diego e Dafne,Howto & Style
2352, Sem academia? Veja como montar uma própria em casa pequena! (NÃO é difícil),https://www.youtube.com/watch?v=G3FQXSwY6LU,2021-02-26 22:16:21.763000-03:00,Iridium Labs,Sports
2353, COMO FAÇO SUPINO DENTRO DE CASA?TECNICA PARA FAZER SUPINO NA QUARENTENA,https://www.youtube.com/watch?v=NGeldLJUUs0,2021-02-26 22:14:38.795000-03:00,CANAL DO MAROMBEIRO REFINADO,People & Blogs
2354, COMO FAZER STEP CASEIRO(MEGA FÁCIL🤭😱) COMO FAZER STEP PARA EMAGRECER!,https://www.youtube.com/watch?v=84gqkpoXMvM,2021-02-26 22:11:46.921000-03:00,SANDRA MOTA,People & Blogs
2355," Como fazer um STEP CASEIRO com apenas R$ 1,00",https://www.youtube.com/watch?v=gbaJ5mkIdII,2021-02-26 22:09:40.700000-03:00,"Faby Franco - Obras, Reformas e Diy",Entertainment
2356, Para Quem Dorme de Lado,https://www.youtube.com/watch?v=mP8cUYgSyZQ,2021-02-26 17:41:25.792000-03:00,altenburg.oficial,Entertainment
2357, Programa Vera Toledo - Altenburg -  Porto Belo   SC,https://www.youtube.com/watch?v=YTPFK0vX5cM,2021-02-26 17:40:09.191000-03:00,Vera Toledo,People & Blogs
2359, Conheça o Travesseiro Antiestresse | Marlene Enxovais | Gazeta Shopping,https://www.youtube.com/watch?v=tzil3OVsOM0,2021-02-26 17:39:07.070000-03:00,gazetashopping,Entertainment
2360, travesseiros barato  e super fofo de ótima qualidade  compra online.,https://www.youtube.com/watch?v=hvIJnCCZ16w,2021-02-26 17:22:22.415000-03:00,Salette Procópio,People & Blogs
2361, COMO TER UMA CAMA DE HOTEL EM CASA • Karol Pinheiro e Maqui Nóbrega,https://www.youtube.com/watch?v=T-RMGOEX_70,2021-02-26 17:14:29.998000-03:00,Karol Pinheiro,People & Blogs
2362, VOLTEI! PQ EU SUMI ? O QUE ACONTECEU ?,https://www.youtube.com/watch?v=agNUiv7-CRY,2021-02-26 16:57:12.045000-03:00,Mari Cavilha,People & Blogs
2363, VESTINDO BIQUINIS APÓS 6 MESES DE ABDOMINOPLASTIA COM LIPO | COMO ESTOU | EU ENGORDEI?,https://www.youtube.com/watch?v=BfQltGnDdwE,2021-02-26 16:54:58.663000-03:00,Mari Cavilha,People & Blogs
2364," XIAOMI AMAZFIT Bip S, o novo smartwatch custo-benefício com GPS! Unboxing e Impressões",https://www.youtube.com/watch?v=K6GVw4fuPsU,2021-02-26 13:59:58.524000-03:00,Gesiel Taveira,Science & Technology
2365," TOUR PELO APÊ NA PRAIA, COMPRAS NO MERCADO & ORGANIZANDO ARMÁRIO | Vanessa Lino",https://www.youtube.com/watch?v=18BSD2zkKuU,2021-02-26 11:41:31.117000-03:00,Vanessa Lino,People & Blogs
2366, nosso treino & o que comemos num dia 🏋🏽‍♀️,https://www.youtube.com/watch?v=uNgjRSay6P8,2021-02-26 11:41:19.085000-03:00,Vanessa Lino,People & Blogs
2367," o que tem na minha bolsa, bolsa do crossfit e minhas roupas de treino! ✨",https://www.youtube.com/watch?v=m8-x8FfvKpw,2021-02-26 11:40:35.840000-03:00,Vanessa Lino,People & Blogs
2368," software engineer week in my life • working, seeing friends, & eating out :)",https://www.youtube.com/watch?v=uf9I64GiXSk,2021-02-26 11:26:21.552000-03:00,lena elizabeth,Howto & Style
2369," VALE A PENA COMPRAR ROUPA DE ACADEMIA NA KAISAN? (preço, entrega, custo beneficio...)",https://www.youtube.com/watch?v=6JEjI3TWjko,2021-02-26 11:03:31.364000-03:00,Canal - Larissa Ferraz,People & Blogs
2370, PROVANDO ROUPAS FITNESS KAISAN,https://www.youtube.com/watch?v=WT7RsQoz9RE,2021-02-26 10:54:09.145000-03:00,Joana Morelato Padilha,Comedy
2371, Provando minhas comprinhas da KAISAN,https://www.youtube.com/watch?v=D66BbCqYX6Q,2021-02-26 10:46:09.622000-03:00,Caroline Menegusso,People & Blogs
2372, iFood Sem Fronteiras - #ElasEmTech,https://www.youtube.com/watch?v=94rwzowQKUs,2021-02-25 18:07:32.916000-03:00,iFood Universo,People & Blogs
2373, WORKING OUT AND EATING LIKE KYLIE ROSS: former D1 soccer player,https://www.youtube.com/watch?v=PhkakM04tSo,2021-02-25 16:51:29.736000-03:00,cat's chronicles,People & Blogs
2374," rotina, porque saí da engenharia, praias e aventuras ✦ morando sozinha (第3話)",https://www.youtube.com/watch?v=30WNaRCyBp4,2021-02-25 16:09:42.878000-03:00,agra chan,People & Blogs
2375, Build a React Image Slider Carousel from Scratch Tutorial,https://www.youtube.com/watch?v=l1MYfu5YWHc,2021-02-25 13:20:47.968000-03:00,Brian Design,Education
2376, Preços de mercado CANADÁ X BRASIL 😱 (com comparação do poder de compra/salário mínimo),https://www.youtube.com/watch?v=Gg5py87Y8WQ,2021-02-25 12:09:34.304000-03:00,Paula no Canadá,Travel & Events
2377," CORTEI FRANJINHA SOZINHA, REAÇÃO DO MARIDO e muito mais ♥ - Bruna Paula",https://www.youtube.com/watch?v=-nvFXL6EsCg,2021-02-25 11:56:32.135000-03:00,Bruna Paula,Entertainment
2378," 4 HOUR STUDY WITH ME | Background noise, 10-min break, No Music, Study with Merve",https://www.youtube.com/watch?v=DGxt5ctB9vo,2021-02-24 21:04:49.174000-03:00,Merve,Education
2379, 4.5 Hours Study With Me (with Music) 📖📚💻,https://www.youtube.com/watch?v=pRKGH8soIbk,2021-02-24 21:04:30.794000-03:00,TheStrive Studies,People & Blogs
2380, Como estudo por TANTAS HORAS + Livros que uso para o LSAT | VLOG ♡ Roberta Frossard,https://www.youtube.com/watch?v=s4BuEnvX9TY,2021-02-24 20:55:44.678000-03:00,Roberta Frossard,People & Blogs
2381," 3 MOLHOS VEGANOS | À PUTANESCA, RICOTA COM BRÓCOLIS E ALHO | MACARRÃO COM QUE? #06 | TNM Vegg",https://www.youtube.com/watch?v=jJcUig7g380,2021-02-24 20:38:27.072000-03:00,TÁ NA MESA VEGG,People & Blogs
2382," O RELATO O DO MEU PUERPÉRIO, ABRINDO O MEU CORAÇÃO",https://www.youtube.com/watch?v=Eowx1Lqc4Ro,2021-02-24 20:37:41.513000-03:00,"Rachel Meibergen, a GRINGA BRASILEIRA",Entertainment
2383, 30 university degrees described in 1 sentence,https://www.youtube.com/watch?v=ogBGpxYwWSw,2021-02-23 21:08:38.029000-03:00,Sir Swag,Gaming
